,BLDG/RM,COURSE,CREDIT,CRN,DAY/TIME,FROM / TO,INSTR.,SECT,STATUS,SUBJ
738,PHIL 109,Discussion,0.00,20163,F03:55PM - 04:45PM,01/14/13 - 04/29/13,"Foster, I; Lee, S",35,CLOSED,ECON
739,PHIL 306,Discussion,0.00,20164,F08:00AM - 08:50AM,01/14/13 - 04/29/13,"Felbinger, M; Foster, I",36,CLOSED,ECON
740,ROME 351,Discussion,0.00,20165,F09:35AM - 10:25AM,01/14/13 - 04/29/13,"Foster, I; Felbinger, M",37,CLOSED,ECON
741,ROME 352,Discussion,0.00,20166,F11:10AM - 12:00PM,01/14/13 - 04/29/13,"Foster, I; Felbinger, M",38,CLOSED,ECON
742,PHIL 306,Discussion,0.00,20167,F12:45PM - 01:35PM,01/14/13 - 04/29/13,"Foster, I; Yoo, Y",39,CLOSED,ECON
743,PHIL 108,Discussion,0.00,20168,F02:20PM - 03:10PM,01/14/13 - 04/29/13,"Foster, I; Yoo, Y",40,OPEN,ECON
744,ROME 459,Discussion,0.00,20169,F03:55PM - 04:45PM,01/14/13 - 04/29/13,"Yoo, Y; Foster, I",41,CLOSED,ECON
745,1957 E 113,Principles of Economics,3.00,20155,MW09:35AM - 10:25AM,01/14/13 - 04/29/13,"Samaniego, R",11,OPEN,ECON
746,ROME 206,Discussion,0.00,20170,R08:00AM - 08:50AM,01/14/13 - 04/29/13,,42,OPEN,ECON
747,1776 G 105,Discussion,0.00,20171,R09:35AM - 10:25AM,01/14/13 - 04/29/13,,43,OPEN,ECON
748,1776 G 168,Discussion,0.00,20172,R11:10AM - 12:00PM,01/14/13 - 04/29/13,,44,OPEN,ECON
749,1776 G 168,Discussion,0.00,20173,R08:00AM - 08:50AM,01/14/13 - 04/29/13,,45,OPEN,ECON
750,1776 G 168,Discussion,0.00,21784,R09:35AM - 10:25AM,01/14/13 - 04/29/13,,46,OPEN,ECON
751,1776 G 105,Discussion,0.00,20174,R11:10AM - 12:00PM,01/14/13 - 04/29/13,,47,OPEN,ECON
752,GOV 101,Discussion,0.00,21677,R12:45PM - 01:35PM,01/14/13 - 04/29/13,,48,OPEN,ECON
753,MPA 305,Discussion,0.00,21678,R02:20PM - 03:10PM,01/14/13 - 04/29/13,,49,OPEN,ECON
754,ROME 351,Discussion,0.00,21679,R03:55PM - 04:45PM,01/14/13 - 04/29/13,,50,OPEN,ECON
755,PHIL 109,Discussion,0.00,21359,R08:00AM - 08:50AM,01/14/13 - 04/29/13,,51,OPEN,ECON
756,1957 E 316,Discussion,0.00,21360,R09:35AM - 10:25AM,01/14/13 - 04/29/13,,52,OPEN,ECON
757,2020 K 23,Discussion,0.00,21361,R11:10AM - 12:00PM,01/14/13 - 04/29/13,,53,OPEN,ECON
758,FNGR 108,Principles of Economics,3.00,20156,TR12:45PM - 01:35PM,01/14/13 - 04/29/13,"Foster, I",12,CLOSED,ECON
759,PHIL 217,Discussion,0.00,22781,F05:00PM - 05:50PM,01/14/13 - 04/29/13,"Foster, I; Meng, X",54,CLOSED,ECON
760,ROME 206,Discussion,0.00,22782,F02:20PM - 03:10PM,01/14/13 - 04/29/13,"Meng, X; Foster, I",55,CLOSED,ECON
761,PHIL 306,Discussion,0.00,22783,F03:55PM - 04:45PM,01/14/13 - 04/29/13,"Meng, X; Foster, I",56,OPEN,ECON
762,PHIL 416,Discussion,0.00,23596,F08:00AM - 08:50AM,01/14/13 - 04/29/13,"Foster, I",57,OPEN,ECON
763,PHIL 110,Discussion,0.00,23597,F09:35AM - 10:25AM,01/14/13 - 04/29/13,"Foster, I",58,CLOSED,ECON
764,PHIL 111,Discussion,0.00,23598,F11:10AM - 12:00PM,01/14/13 - 04/29/13,"Foster, I",59,CLOSED,ECON
765,PHIL 416,Discussion,0.00,24242,F05:00PM - 05:50PM,01/14/13 - 04/29/13,"Foster, I; Gallagher, S",60,CLOSED,ECON
766,PHIL 217,Discussion,0.00,24243,F03:55PM - 04:45PM,01/14/13 - 04/29/13,"Foster, I; Gallagher, S",61,CLOSED,ECON
767,PHIL 217,Discussion,0.00,24244,F02:20PM - 03:10PM,01/14/13 - 04/29/13,"Foster, I; Gallagher, S",62,CLOSED,ECON
768,1957 E 113,Principles of Economics,3.00,20157,TR03:55PM - 04:45PM,01/14/13 - 04/29/13,"Foster, I",13,OPEN,ECON
769,ROME 351,Discussion,0.00,24245,F08:00AM - 08:50AM,01/14/13 - 04/29/13,"Foster, I; Fu, E",63,OPEN,ECON
770,PHIL 108,Discussion,0.00,24246,F09:35AM - 10:25AM,01/14/13 - 04/29/13,"Foster, I; Fu, E",64,OPEN,ECON
771,PHIL 110,Discussion,0.00,24247,F11:10AM - 12:00PM,01/14/13 - 04/29/13,"Foster, I; Fu, E",65,OPEN,ECON
772,PHIL 416,Discussion,0.00,24248,F12:45PM - 01:35PM,01/14/13 - 04/29/13,"Foster, I; Fitzgerald, K",66,CLOSED,ECON
773,PHIL 416,Discussion,0.00,24249,F02:20PM - 03:10PM,01/14/13 - 04/29/13,"Foster, I; Fitzgerald, K",67,CLOSED,ECON
774,PHIL 416,Discussion,0.00,24250,F03:55PM - 04:45PM,01/14/13 - 04/29/13,"Foster, I; Fitzgerald, K",68,OPEN,ECON
775,PHIL 217,Discussion,0.00,24251,F08:00AM - 08:50AM,01/14/13 - 04/29/13,"Foster, I",69,OPEN,ECON
776,PHIL 217,Discussion,0.00,24252,F09:35AM - 10:25AM,01/14/13 - 04/29/13,"Foster, I",70,OPEN,ECON
777,PHIL 108,Discussion,0.00,24253,F11:10AM - 12:00PM,01/14/13 - 04/29/13,"Foster, I",71,CLOSED,ECON
778,PHIL 108,Discussion,0.00,24254,F12:45PM - 01:35PM,01/14/13 - 04/29/13,"Wang, Y; Foster, I",72,CLOSED,ECON
779,ROME 351,Discussion,0.00,24255,F02:20PM - 03:10PM,01/14/13 - 04/29/13,"Foster, I; Wang, Y",73,OPEN,ECON
780,PHIL 110,Discussion,0.00,24256,F03:55PM - 04:45PM,01/14/13 - 04/29/13,"Foster, I; Wang, Y",74,CLOSED,ECON
781,AMES B204,Principles of Economics,3.00,21426,TR04:10PM - 05:25PM,01/14/13 - 04/29/13,"Hovander, E",MV,CLOSED,ECON
782,ACAD 302,Discussion,0.00,21600,F10:00AM - 11:15AM,01/14/13 - 04/29/13,"Kanashiro, P",M31,CLOSED,ECON
783,FNGR 208,Intermed Microeconomic Theory,3.00,20176,MF11:10AM - 12:25PM,01/14/13 - 04/29/13,"Broxterman, D",10,OPEN,ECON
784,ROME 204,Intermed Microeconomic Theory,3.00,20873,TR03:45PM - 05:00PM,01/14/13 - 04/29/13,"Moore, T",11,CLOSED,ECON
785,OM 312,Intermed Microeconomic Theory,3.00,20175,MW04:45PM - 06:00PM,01/14/13 - 04/29/13,"Hovander, E",12,OPEN,ECON
786,MON 250,Intermed Microeconomic Theory,3.00,23599,TR02:20PM - 03:35PM,01/14/13 - 04/29/13,"Parsons, D",13,OPEN,ECON
787,MON 110,Intermed Macroeconomic Theory,3.00,23600,TR08:00AM - 09:15AM,01/14/13 - 04/29/13,"Fixler, D",10,OPEN,ECON
788,GELM 608,Intermed Macroeconomic Theory,3.00,24695,MW11:10AM - 12:25PM,01/14/13 - 04/29/13,"Michos, L",11,CLOSED,ECON
789,PHIL 306,Intermed Macroeconomic Theory,3.00,20177,TR09:35AM - 10:50AM,01/14/13 - 04/29/13,"Terrell, H",80,CLOSED,ECON
790,PHIL 306,Survey of Economics,3.00,22221,TR09:35AM - 10:50AM,01/14/13 - 04/29/13,"Terrell, H",80,OPEN,ECON
791,PHIL 306,Intermed Macro: Mathematical,3.00,25243,TR08:00AM - 09:15AM,01/14/13 - 04/29/13,"Volpe, J",10,CLOSED,ECON
792,ROME 459,Financial Economics,3.00,20178,MW12:45PM - 02:00PM,01/14/13 - 04/29/13,"Samaniego, R",10,CLOSED,ECON
793,1957 E 212,Financial Economics,3.00,23601,MW09:35AM - 10:50AM,01/14/13 - 04/29/13,"Labadie, P",11,OPEN,ECON
794,DUQUES 361ANDCOR 111,Introduction to Econometrics,3.00,20179,T09:35AM - 10:50AMANDR09:35AM - 10:50AM,01/14/13 - 04/29/13,"Williams, B",80,CLOSED,ECON
795,DUQUES 361ANDCOR 111,Introduction to Econometrics,3.00,20530,T09:35AM - 10:50AMANDR09:35AM - 10:50AM,01/14/13 - 04/29/13,"Williams, B",80,OPEN,STAT
796,1957 E 111AND1957 E 112,Introduction to Econometrics,3.00,23602,M03:45PM - 05:00PMANDF03:45PM - 05:00PM,01/14/13 - 04/29/13,"Carrillo, P",81,CLOSED,ECON
797,1957 E 111AND1957 E 112,Introduction to Econometrics,3.00,23733,M03:45PM - 05:00PMANDF03:45PM - 05:00PM,01/14/13 - 04/29/13,"Carrillo, P",81,OPEN,STAT
798,1957 E 112,Introduction to Econometrics,3.00,27017,MF11:10AM - 12:25PM,01/14/13 - 04/29/13,"Carrillo, P",82,CLOSED,ECON
799,1957 E 112,Introduction to Econometrics,3.00,27018,MF11:10AM - 12:25PM,01/14/13 - 04/29/13,"Carrillo, P",82,OPEN,STAT
800,,Continuing Research - Masters,1.00,21332,,01/14/13 - 04/29/13,"Jakeman, R",10,OPEN,EDUC
801,,Cont Research: Doctoral,1.00,21447,,01/14/13 - 04/29/13,"Nakib, Y",10,OPEN,EDUC
802,,Cont Research: Doctoral,1.00,22227,,01/14/13 - 04/29/13,"Johnson, J",11,OPEN,EDUC
803,FNGR 223,Assessment in Higher Ed,3.00,23257,T07:10PM - 09:00PM,01/14/13 - 04/29/13,"Chernak, R",10,OPEN,EDUC
804,,Executive Decision Making,3.00,23657,,01/14/13 - 04/29/13,,11,CANCELLED,EDUC
805,,Museum as Learning Environment,ARR,26495,,01/14/13 - 04/29/13,,12,CANCELLED,EDUC
806,SEE DEPTANDSEE DEPT,Aesthetic Res. Methodologies,3.00,27181,F05:30PM - 09:30PMANDS08:00AM - 04:00PM,01/14/13 - 04/29/13,"Paley, N",13,OPEN,EDUC
807,PHIL 109ANDPHIL 109,CollAfford Prices Debt AbilPay,1.00,27233,U10:00AM - 01:00PMANDS02:00PM - 05:00PM,02/02/13 - 02/03/13,"Baum, S",14,OPEN,EDUC
808,PHIL 109ANDPHIL 109,Coll Readiness: Broken Pathway,1.00,27234,F06:00PM - 08:50PMANDS10:00AM - 01:50PM,02/15/13 - 02/16/13,"Johnson, J",15,CLOSED,EDUC
809,PHIL 109ANDPHIL 109,Natl Goals Increas Educ Attain,1.00,27236,U10:00AM - 01:00PMANDS02:00PM - 05:00PM,04/13/13 - 04/14/13,"Baum, S",16,OPEN,EDUC
810,FNGR 222,Assessment in Higher Education,3.00,27237,T05:10PM - 07:00PM,01/14/13 - 04/29/13,"Chernak, R",17,OPEN,EDUC
811,1957 E 211,Diversity of Higher Education,3.00,27238,R05:10PM - 07:00PM,01/14/13 - 04/29/13,"Malcom-Piqueux, L",18,OPEN,EDUC
812,,Research and Independent Study,1.00 TO   3.00,20192,,01/14/13 - 04/29/13,"Jakeman, R",10,OPEN,EDUC
813,,Research and Independent Study,1.00 TO   3.00,22139,,01/14/13 - 04/29/13,"Williams, J",11,OPEN,EDUC
814,,Research and Independent Study,1.00 TO   3.00,22140,,01/14/13 - 04/29/13,"Choi, J",12,OPEN,EDUC
815,,Research and Independent Study,1.00 TO   3.00,22240,,01/14/13 - 04/29/13,"Dannels, S",13,OPEN,EDUC
816,,Research and Independent Study,1.00 TO   3.00,25608,,01/14/13 - 04/29/13,"Johnson, J",14,OPEN,EDUC
817,,Research and Independent Study,1.00 TO   3.00,25609,,01/14/13 - 04/29/13,"Whitaker, R",15,OPEN,EDUC
818,,Research and Independent Study,1.00 TO   3.00,25610,,01/14/13 - 04/29/13,"Kim, M",16,OPEN,EDUC
819,,Research and Independent Study,1.00 TO   3.00,25611,,01/14/13 - 04/29/13,"Malcom-Piqueux, L",17,OPEN,EDUC
820,DUQUES 151,Intro:Elec/Cmptr/Biomed Eng II,1.00,22194,F09:35AM - 10:25AM,01/14/13 - 04/29/13,"Ahmadi, S",10,OPEN,"ECE
"
821,TOMP 301,Laboratory,0.00,22195,F10:40AM - 12:20PM,01/14/13 - 04/29/13,"Ahmadi, S",30,CLOSED,"ECE
"
822,TOMP 303,Laboratory,0.00,22196,F10:40AM - 12:20PM,01/14/13 - 04/29/13,"Ahmadi, S",31,CLOSED,"ECE
"
823,TOMP 309,Laboratory,0.00,22239,F10:40AM - 12:20PM,01/14/13 - 04/29/13,"Ahmadi, S",32,OPEN,"ECE
"
824,TOMP 306,Laboratory,0.00,22448,F10:40AM - 12:20PM,01/14/13 - 04/29/13,"Ahmadi, S",33,OPEN,"ECE
"
825,TOMP 303,Laboratory,0.00,24588,F12:30PM - 02:20PM,01/14/13 - 04/29/13,"Ahmadi, S",34,CLOSED,"ECE
"
826,PHIL 306,Circuit Theory,4.00,20196,TR02:20PM - 03:35PM,01/14/13 - 04/29/13,"Aslani, A; Carroll, R",10,OPEN,"ECE
"
827,TOMP 301,Laboratory,0.00,21722,M12:00PM - 03:00PM,01/14/13 - 04/29/13,"Carroll, R; Aslani, A",30,OPEN,"ECE
"
828,TOMP 301,Laboratory,0.00,22449,T06:10PM - 09:00PM,01/14/13 - 04/29/13,"Carroll, R; Aslani, A",31,OPEN,"ECE
"
829,FNGR 208,Engineering Electronics,4.00,22081,MW03:45PM - 05:00PM,01/14/13 - 04/29/13,"Ahmadi, S",10,OPEN,"ECE
"
830,TOMP 301,Laboratory,0.00,22082,M09:00AM - 11:50AM,01/14/13 - 04/29/13,"Ahmadi, S",30,OPEN,"ECE
"
831,TOMP 301,Laboratory,0.00,22083,W09:00AM - 11:50AM,01/14/13 - 04/29/13,"Ahmadi, S",31,OPEN,"ECE
"
832,TOMP 301,Laboratory,0.00,22746,M06:15PM - 09:05PM,01/14/13 - 04/29/13,"Ahmadi, S",32,OPEN,"ECE
"
833,TOMP 301,Laboratory,0.00,24609,F12:30PM - 02:20PM,01/14/13 - 04/29/13,"Ahmadi, S",34,OPEN,"ECE
"
834,PHIL 110,Design of Logic Systems I,4.00,21663,TR12:45PM - 02:00PM,01/14/13 - 04/29/13,"Carroll, R; Aslani, A",10,OPEN,"ECE
"
835,TOMP 301,Laboratory,0.00,21664,W12:45PM - 03:15PM,01/14/13 - 04/29/13,"Carroll, R; Aslani, A",30,OPEN,"ECE
"
836,TOMP 301,Laboratory,0.00,21887,F03:45PM - 06:15PM,01/14/13 - 04/29/13,"Carroll, R; Aslani, A",31,OPEN,"ECE
"
837,TOMP 301,Laboratory,0.00,22439,W06:10PM - 09:00PM,01/14/13 - 04/29/13,"Carroll, R; Aslani, A",32,OPEN,"ECE
"
838,TOMP 301,Laboratory,0.00,22747,R06:10PM - 09:00PM,01/14/13 - 04/29/13,"Carroll, R; Aslani, A",33,OPEN,"ECE
"
839,2020 K 20,"Circuits, Signals and Systems",3.00,25487,TR09:35AM - 10:50AM,01/14/13 - 04/29/13,"Kyriakopoulos, N",10,CLOSED,"ECE
"
840,TOMP 309,Recitation,0.00,25530,M08:00AM - 08:50AM,01/14/13 - 04/29/13,"Kyriakopoulos, N",30,OPEN,"ECE
"
841,TOMP 309,Recitation,0.00,25532,W08:00AM - 08:50AM,01/14/13 - 04/29/13,"Kyriakopoulos, N",31,OPEN,"ECE
"
842,TOMP 309,"Circuits, Signals and Systems",0.00,27378,F08:00AM - 08:50AM,01/14/13 - 04/29/13,"Kyriakopoulos, N",32,OPEN,"ECE
"
843,PHIL 306,Biomedical Engnrng Sem II,1.00,22197,F11:10AM - 12:00PM,01/14/13 - 04/29/13,"Li, Z",10,OPEN,"ECE
"
844,GOV 102,Analog Electronics Design,4.00,20197,WF02:20PM - 03:35PM,01/14/13 - 04/29/13,"Ahmadi, S",10,OPEN,"ECE
"
845,TOMP 303,Laboratory,0.00,21285,T06:10PM - 10:00PM,01/14/13 - 04/29/13,"Ahmadi, S",30,CLOSED,"ECE
"
846,TOMP 303,Analog Electronics Design,0.00,28270,R06:10PM - 08:40PM,01/14/13 - 04/29/13,"Ahmadi, S",32,OPEN,"ECE
"
847,GOV 325,Intro to Electromagnetics,3.00,22080,TR02:20PM - 03:35PM,01/14/13 - 04/29/13,"Lang, R",10,OPEN,"ECE
"
848,MON B37,Fields and Waves I,3.00,21876,MW12:45PM - 02:00PM,01/14/13 - 04/29/13,"Simsek, E",10,OPEN,"ECE
"
849,TOMP 201,Communications Engineering,3.00,22713,TR11:10AM - 12:25PM,01/14/13 - 04/29/13,"Doroslovacki, M",10,OPEN,"ECE
"
850,MON B36,Laboratory,0.00,22714,R02:20PM - 03:10PM,01/14/13 - 04/29/13,"Doroslovacki, M",30,OPEN,"ECE
"
851,1957 E 211,Intro to Computer Networks,3.00,20198,F03:45PM - 06:15PM,01/14/13 - 04/29/13,"Subramaniam, S",80,CLOSED,"ECE
"
852,1957 E 211,Intro to Computer Networks,3.00,22435,F03:45PM - 06:15PM,01/14/13 - 04/29/13,"Subramaniam, S",80,CLOSED,"ECE
"
853,MON 451,Laboratory,0.00,21556,T03:55PM - 04:45PM,01/14/13 - 04/29/13,"Subramaniam, S",30,OPEN,"ECE
"
854,TOMP 410,Data Communications Laboratory,1.00,21283,R04:10PM - 06:00PM,01/14/13 - 04/29/13,"Subramaniam, S",10,OPEN,"ECE
"
855,GELM 608,Computer Organization,3.00,21409,TR11:10AM - 12:25PM,01/14/13 - 04/29/13,"Venkataramani, G",10,OPEN,"ECE
"
856,TOMP 303,Embedded Systems,3.00,21845,W03:45PM - 06:15PM,01/14/13 - 04/29/13,"Eom, K",10,OPEN,"ECE
"
857,DUQUES 151,ECBE Capstone Project Lab I,1.00,22710,M05:10PM - 07:00PM,01/14/13 - 04/29/13,"Nagel, D; Korman, C; Harrington, R; Loew, M; Zderic, V; Zara, J; Manuccia, T; Kay, M",10,OPEN,"ECE
"
858,TOMP 309,ASIC/Design/Testing VLSI,3.00,21851,W03:30PM - 06:00PM,01/14/13 - 04/29/13,"Wu, J",10,OPEN,"ECE
"
859,TOMP 405,Laboratory,0.00,21852,M10:10AM - 12:00PM,01/14/13 - 04/29/13,"Wu, J",30,OPEN,"ECE
"
860,PHIL 416,Electrical Energy Conversion,3.00,20199,M03:30PM - 06:00PM,01/14/13 - 04/29/13,"Harrington, R",10,CLOSED,"ECE
"
861,TOMP 306,BiomedicalPropertiesLaboratory,1.00,22715,W06:10PM - 09:00PM,01/14/13 - 04/29/13,"Kay, M; Nabili, M; Loew, M",10,CLOSED,"ECE
"
862,TOMP 306,Biomedical Properties Lab.,1.00,24554,F03:45PM - 06:15PM,01/14/13 - 04/29/13,"Nabili, M; Loew, M; Kay, M",11,CLOSED,"ECE
"
863,MON 115,Intro/Medical Imaging Methods,3.00,22763,TR03:45PM - 05:00PM,01/14/13 - 04/29/13,"Li, Z",10,OPEN,"ECE
"
864,HOSP 6116,CPR & First Aid,1.00,22037,S10:00AM - 05:00PM,01/14/13 - 04/29/13,"Graham, B; Okun, S",10,OPEN,"EHS
"
865,HOSP 6116,CPR & First Aid,1.00,22202,U10:00AM - 05:00PM,01/14/13 - 04/29/13,"Graham, B; Okun, S",11,CLOSED,"EHS
"
866,HOSP 6116,CPR & First Aid,1.00,22039,S10:00AM - 05:00PM,01/14/13 - 04/29/13,"Okun, S; Graham, B",12,OPEN,"EHS
"
867,,Emergncy Medical Tech-Basic,3.00,22040,T06:30PM - 10:30PM,01/14/13 - 04/29/13,"Okun, S; Herbel, W; Lehnhardt, K",10,OPEN,"EHS
"
868,HOSP 6116,Emergncy Medical Tech-Basic,3.00,25698,W06:30PM - 10:30PM,01/14/13 - 04/29/13,"Herbel, W; Okun, S; Lehnhardt, K",11,OPEN,"EHS
"
869,HOSP 6116,Emergncy Medical Tech-Basic,3.00,22208,R06:30PM - 10:30PM,01/14/13 - 04/29/13,"Herbel, W; Okun, S; Lehnhardt, K",12,OPEN,"EHS
"
870,,EMT - Basic Lab,1.00,22041,T01:00PM - 05:00PM,01/14/13 - 04/29/13,"Okun, S; Herbel, W; Lehnhardt, K",10,OPEN,"EHS
"
871,,EMT - Basic Lab,1.00,22042,W01:00PM - 05:00PM,01/14/13 - 04/29/13,"Lehnhardt, K; Herbel, W; Okun, S",11,CLOSED,"EHS
"
872,,EMT - Basic Lab,1.00,22209,W06:30PM - 10:30PM,01/14/13 - 04/29/13,"Okun, S; Lehnhardt, K; Herbel, W",12,OPEN,"EHS
"
873,,EMT - Basic Lab,1.00,22043,R01:00PM - 05:00PM,01/14/13 - 04/29/13,"Herbel, W; Okun, S; Lehnhardt, K",13,OPEN,"EHS
"
874,,EMT - Basic Lab,1.00,22044,R06:30PM - 10:30PM,01/14/13 - 04/29/13,"Lehnhardt, K; Okun, S; Herbel, W",14,CLOSED,"EHS
"
875,,EMT Instructor Development,2.00,22385,,01/14/13 - 04/29/13,"Herbel, W; Lehnhardt, K; Okun, S",10,OPEN,"EHS
"
876,ROSS 116A,Theory&Prac; ofRsch/ClinclSetng,4.00,22639,W10:00AM - 12:00PM,01/14/13 - 04/29/13,"Okun, S; Brown, J",10,OPEN,"EHS
"
877,,EmergDeptCritCareAsses&Proced.;,4.00,24635,TR04:00PM - 07:00PM,01/14/13 - 04/29/13,"Pourmand, A; Okun, S; Shesser, R; Mayersak, R",11,CLOSED,"EHS
"
878,HOSP 6121,Intro to Human Health in Space,3.00,26029,M05:10PM - 07:00PM,01/14/13 - 04/29/13,"Lehnhardt, K; Okun, S",10,OPEN,"EHS
"
879,ROME 771,Global Shakespeare,3.00,25013,T06:10PM - 08:40PM,01/14/13 - 04/29/13,"Huang, A",10,OPEN,ENGL
880,ROME 206,The Assassination of Lincoln,3.00,26744,MW02:20PM - 03:35PM,01/14/13 - 04/29/13,"Mallon, T",12,OPEN,ENGL
881,,TheWashington Story: Lit &Film;,3.00,26745,,01/14/13 - 04/29/13,,13,CANCELLED,ENGL
882,,Literacy and Literature,3.00,26746,,01/14/13 - 04/29/13,,14,CANCELLED,ENGL
883,,FourteenSonnets and a Question,3.00,26950,,01/14/13 - 04/29/13,,15,CANCELLED,ENGL
884,ROME 663,Imitations,3.00,27412,TR11:10AM - 12:25PM,01/14/13 - 04/29/13,"Shore, J",16,CLOSED,ENGL
885,ACAD 302,Hamlet and Modern Culture,3.00,25014,TR10:00AM - 11:15AM,01/14/13 - 04/29/13,"Cook, P",MV,OPEN,ENGL
886,GELM 402ANDDUQUES 259,Intro to Creative Writing,3.00,23653,W11:10AM - 12:25PMANDF12:45PM - 02:00PM,01/14/13 - 04/29/13,"Page, L",10,OPEN,ENGL
887,ROME 663,Intro to Creative Writing,3.00,23654,TR12:45PM - 02:00PM,01/14/13 - 04/29/13,"Close, J",11,CLOSED,ENGL
888,DUQUES 259,Intro to Creative Writing,3.00,23655,TR08:00AM - 09:15AM,01/14/13 - 04/29/13,"Trainer, M",12,OPEN,ENGL
889,ROME 201,Intro to Creative Writing,3.00,23656,WF02:20PM - 03:35PM,01/14/13 - 04/29/13,"Page, L",13,CLOSED,ENGL
890,MPA 208ANDMON 452,Intro to Creative Writing,3.00,23658,M02:20PM - 03:35PMANDW03:45PM - 05:00PM,01/14/13 - 04/29/13,"van den Berg, L",14,CLOSED,ENGL
891,ROME 201,Intro to Creative Writing,3.00,23659,MW04:45PM - 06:00PM,01/14/13 - 04/29/13,"Friedman, O",15,CLOSED,ENGL
892,MPA 208,Intro to Creative Writing,3.00,23660,TR09:35AM - 10:50AM,01/14/13 - 04/29/13,"Von Euw, M",16,CLOSED,ENGL
893,MPA 208,Intro to Creative Writing,3.00,23661,TR11:10AM - 12:25PM,01/14/13 - 04/29/13,"Payne, L",17,CLOSED,ENGL
894,GELM 402,Intro to Creative Writing,3.00,23662,MW12:45PM - 02:00PM,01/14/13 - 04/29/13,"Pollack, F",18,OPEN,ENGL
895,OM 312,Intro to Creative Writing,3.00,23855,TR02:20PM - 03:35PM,01/14/13 - 04/29/13,"Garratt, J",19,CLOSED,ENGL
896,GELM 402,Intro to Creative Writing,3.00,23876,TR09:35AM - 10:50AM,01/14/13 - 04/29/13,"Saalfeld, D",20,OPEN,ENGL
897,ACAD 331,Intro to Creative Writing,3.00,23663,MW11:30AM - 12:45PM,01/14/13 - 04/29/13,"Levine, P",MV,CLOSED,ENGL
898,ACAD 301,Intro to Creative Writing,3.00,23664,TR01:00PM - 02:15PM,01/14/13 - 04/29/13,"Martin, J",MV1,CLOSED,ENGL
899,MPA 208,Academic Communication,3.00,27713,TR03:45PM - 05:00PM,01/14/13 - 04/29/13,"Siczek, M",10,OPEN,"EAP
"
900,,AmerMulticultPerspectvs/WashDC,3.00,22791,,01/14/13 - 04/29/13,,10,CANCELLED,"EAP
"
901,MPA 302,AmerMulticultPerspectvs/WashDC,3.00,22792,MW12:45PM - 02:00PM,01/14/13 - 04/29/13,"Fulton, C",11,OPEN,"EAP
"
902,PHIL 417,AmerMulticultPerspectvs/WashDC,3.00,27511,TR09:35AM - 10:50AM,01/14/13 - 04/29/13,"Ferguson, J",12,OPEN,"EAP
"
903,,EAP Tutorial,1.00 TO   4.00,22793,,01/14/13 - 04/29/13,,10,OPEN,"EAP
"
904,,Academic Communication,3.00,27074,,01/14/13 - 04/29/13,,10,CANCELLED,"EAP
"
905,1957 E 311,AcadWriting&CommSkills;/IntlStu,3.00,24044,MW08:00AM - 09:15AM,01/14/13 - 04/29/13,"Sawyer-McCarey, E",80,OPEN,"EAP
"
906,1957 E 311,AcadmicWriting&Rsch;/GradStu I,3.00,22794,MW08:00AM - 09:15AM,01/14/13 - 04/29/13,"Sawyer-McCarey, E",80,OPEN,"EAP
"
907,BELL 106,AcadWriting&CommSkills;/IntlStu,3.00,27841,TR08:00AM - 09:15AM,01/14/13 - 04/29/13,"Abbas, N",81,OPEN,"EAP
"
908,BELL 106,AcadWriting&Rsch;/IntlGradStu I,3.00,27842,TR08:00AM - 09:15AM,01/14/13 - 04/29/13,"Abbas, N",81,OPEN,"EAP
"
909,1957 E 316,AcadWriting&CommSkills;/IntlStu,3.00,27843,TR11:10AM - 12:25PM,01/14/13 - 04/29/13,"Spearman, C",82,OPEN,"EAP
"
910,1957 E 316,AcadWriting&Rsch;/IntlGradStu I,3.00,27844,TR11:10AM - 12:25PM,01/14/13 - 04/29/13,"Spearman, C",82,CLOSED,"EAP
"
911,1957 E 311,AcadmicWriting&Rsch;/GradStu I,3.00,22794,MW08:00AM - 09:15AM,01/14/13 - 04/29/13,"Sawyer-McCarey, E",80,OPEN,"EAP
"
912,1957 E 311,AcadWriting&CommSkills;/IntlStu,3.00,24044,MW08:00AM - 09:15AM,01/14/13 - 04/29/13,"Sawyer-McCarey, E",80,OPEN,"EAP
"
913,BELL 106,AcadWriting&Rsch;/IntlGradStu I,3.00,27842,TR08:00AM - 09:15AM,01/14/13 - 04/29/13,"Abbas, N",81,OPEN,"EAP
"
914,BELL 106,AcadWriting&CommSkills;/IntlStu,3.00,27841,TR08:00AM - 09:15AM,01/14/13 - 04/29/13,"Abbas, N",81,OPEN,"EAP
"
915,1957 E 316,AcadWriting&Rsch;/IntlGradStu I,3.00,27844,TR11:10AM - 12:25PM,01/14/13 - 04/29/13,"Spearman, C",82,CLOSED,"EAP
"
916,1957 E 316,AcadWriting&CommSkills;/IntlStu,3.00,27843,TR11:10AM - 12:25PM,01/14/13 - 04/29/13,"Spearman, C",82,OPEN,"EAP
"
917,SEE DEPT,AcadWriting&Rsch;/IntlGradStuII,3.00,22795,MW09:35AM - 10:50AM,01/14/13 - 04/29/13,"Romanova, N",10,CLOSED,"EAP
"
918,1957 E 308,AcadWriting&Rsch;/IntlGradStuII,3.00,26184,MW08:00AM - 09:15AM,01/14/13 - 04/29/13,"Romanova, N",11,OPEN,"EAP
"
